Tienda,Productos,Ingreso,Fecha
1,28,5229,24/09/2021
1,48,6550,25/09/2021
1,24,9449,26/09/2021
1,24,7350,27/09/2021
1,26,8122,28/09/2021
1,31,9601,29/09/2021
1,17,8707,30/09/2021
1,33,6905,01/10/2021
1,20,6065,02/10/2021
1,44,7706,03/10/2021
1,37,7809,04/10/2021
1,35,6069,05/10/2021
1,26,6265,06/10/2021
1,38,8823,07/10/2021
1,15,7693,08/10/2021
1,49,7881,09/10/2021
1,38,6459,10/10/2021
1,30,7391,11/10/2021
1,38,7694,12/10/2021
1,28,5348,13/10/2021
1,28,6860,14/10/2021
1,50,8935,15/10/2021
1,20,8738,16/10/2021
1,29,9359,17/10/2021
1,18,7879,18/10/2021
1,33,8818,19/10/2021
1,40,9003,20/10/2021
1,35,9891,21/10/2021
1,33,9664,22/10/2021
1,36,9668,23/10/2021
1,40,8282,24/10/2021
1,43,9728,25/10/2021
1,41,8114,26/10/2021
1,44,5485,27/10/2021
1,41,9892,28/10/2021
1,20,5617,29/10/2021
1,18,6958,30/10/2021
1,22,5569,31/10/2021
1,46,5532,01/11/2021
1,38,8022,02/11/2021
1,44,9614,03/11/2021
1,21,9832,04/11/2021
1,29,9263,05/11/2021
1,47,9078,06/11/2021
1,20,6967,07/11/2021
1,36,6620,08/11/2021
1,16,7851,09/11/2021
1,50,5542,10/11/2021
1,39,8590,11/11/2021
1,34,9500,12/11/2021
1,17,5964,13/11/2021
1,23,7307,14/11/2021
1,46,6218,15/11/2021
1,15,8939,16/11/2021
1,36,6545,17/11/2021
1,41,8907,18/11/2021
1,42,5973,19/11/2021
1,30,8207,20/11/2021
1,23,9367,21/11/2021
1,41,8465,22/11/2021
1,34,7289,23/11/2021
1,19,9645,24/11/2021
1,18,6717,25/11/2021
1,21,8138,26/11/2021
1,15,6320,27/11/2021
1,41,5285,28/11/2021
1,40,9807,29/11/2021
1,20,5336,30/11/2021
1,18,5736,01/12/2021
1,28,8873,02/12/2021
1,31,9570,03/12/2021
1,35,5034,04/12/2021
1,40,8807,05/12/2021
1,28,8484,06/12/2021
1,35,5309,07/12/2021
1,44,9544,08/12/2021
1,41,8244,09/12/2021
1,29,9682,10/12/2021
1,22,9801,11/12/2021
1,50,8877,12/12/2021
1,28,9380,13/12/2021
1,50,7753,14/12/2021
1,33,8149,15/12/2021
1,28,6119,16/12/2021
1,22,7525,17/12/2021
1,32,8377,18/12/2021
1,18,7900,19/12/2021
1,35,5966,20/12/2021
1,23,9351,21/12/2021
1,40,5592,22/12/2021
1,45,8638,23/12/2021
1,39,8924,24/12/2021
1,44,5007,25/12/2021
1,45,8398,26/12/2021
1,37,5663,27/12/2021
1,42,6974,28/12/2021
1,48,7007,29/12/2021
1,41,9052,30/12/2021
1,33,9996,31/12/2021
2,25,5172,01/01/2019
2,22,9399,02/01/2019
2,42,7850,03/01/2019
2,39,8706,04/01/2019
2,28,8592,05/01/2019
2,41,9331,06/01/2019
2,18,9083,07/01/2019
2,23,9077,08/01/2019
2,50,8786,09/01/2019
2,19,9378,10/01/2019
2,31,7892,11/01/2019
2,46,9354,12/01/2019
2,47,7626,13/01/2019
2,46,8498,14/01/2019
2,28,8429,15/01/2019
2,44,6050,16/01/2019
2,43,9953,17/01/2019
2,29,8867,18/01/2019
2,29,6824,19/01/2019
2,48,6357,20/01/2019
2,36,9505,21/01/2019
2,41,7351,22/01/2019
2,41,5453,23/01/2019
2,28,6269,24/01/2019
2,28,5714,25/01/2019
2,45,7403,26/01/2019
2,40,9749,27/01/2019
2,32,6941,28/01/2019
2,15,9622,29/01/2019
2,29,6464,30/01/2019
2,20,9915,31/01/2019
2,45,9193,01/02/2019
2,22,6174,02/02/2019
2,45,5192,03/02/2019
2,28,6424,04/02/2019
2,25,9341,05/02/2019
2,29,9624,06/02/2019
2,20,6663,07/02/2019
2,43,9085,08/02/2019
2,34,8614,09/02/2019
2,32,9735,10/02/2019
2,15,7835,11/02/2019
2,47,5421,12/02/2019
2,45,7376,13/02/2019
2,27,9494,14/02/2019
2,40,7231,15/02/2019
2,15,6156,16/02/2019
2,31,7751,17/02/2019
2,29,9482,18/02/2019
2,28,8793,19/02/2019
2,43,7455,20/02/2019
2,32,9809,21/02/2019
2,16,8216,22/02/2019
2,15,8768,23/02/2019
2,45,9681,24/02/2019
2,28,8868,25/02/2019
2,39,6346,26/02/2019
2,15,6679,27/02/2019
2,41,9097,28/02/2019
2,31,6449,01/03/2019
2,25,8706,02/03/2019
2,36,8630,03/03/2019
2,39,5192,04/03/2019
2,39,8857,05/03/2019
2,43,8063,06/03/2019
2,17,9649,07/03/2019
2,20,5741,08/03/2019
2,26,8287,09/03/2019
2,38,6203,10/03/2019
2,35,8251,11/03/2019
2,26,9399,12/03/2019
2,30,8644,13/03/2019
2,48,8387,14/03/2019
2,26,5064,15/03/2019
2,46,5449,16/03/2019
2,22,5309,17/03/2019
2,17,6795,18/03/2019
2,31,6107,19/03/2019
2,32,8737,20/03/2019
2,28,6388,21/03/2019
2,26,7676,22/03/2019
2,27,5677,23/03/2019
2,35,8884,24/03/2019
2,35,5011,25/03/2019
2,44,7201,26/03/2019
2,32,7128,27/03/2019
2,22,6642,28/03/2019
2,16,7806,29/03/2019
2,31,9030,30/03/2019
2,36,7426,31/03/2019
2,46,5664,01/04/2019
2,49,5445,02/04/2019
2,23,5248,03/04/2019
2,36,7909,04/04/2019
2,41,5473,05/04/2019
2,39,9658,06/04/2019
2,28,8750,07/04/2019
2,26,5072,08/04/2019
2,25,6989,09/04/2019
2,34,8012,10/04/2019
2,45,8409,11/04/2019
2,27,8390,12/04/2019
2,28,5518,13/04/2019
2,35,8913,14/04/2019
2,32,9950,15/04/2019
2,33,7821,16/04/2019
2,31,5502,17/04/2019
2,40,6070,18/04/2019
2,49,9731,19/04/2019
2,48,5574,20/04/2019
2,31,6771,21/04/2019
2,39,5575,22/04/2019
2,18,6011,23/04/2019
2,32,9392,24/04/2019
2,34,7087,25/04/2019
2,19,8954,26/04/2019
2,22,8044,27/04/2019
2,48,8637,28/04/2019
2,26,9950,29/04/2019
2,48,6616,30/04/2019
2,17,6275,01/05/2019
2,43,5651,02/05/2019
2,27,5456,03/05/2019
2,16,6690,04/05/2019
2,31,9853,05/05/2019
2,42,5985,06/05/2019
2,23,7077,07/05/2019
2,26,7813,08/05/2019
2,29,6652,09/05/2019
2,16,8685,10/05/2019
2,46,7653,11/05/2019
2,15,8456,12/05/2019
2,44,7760,13/05/2019
2,40,9981,14/05/2019
2,31,7694,15/05/2019
2,20,6031,16/05/2019
2,34,6284,17/05/2019
2,19,8925,18/05/2019
2,20,8910,19/05/2019
2,28,5155,20/05/2019
2,32,5347,21/05/2019
2,48,6360,22/05/2019
2,48,5351,23/05/2019
2,26,6355,24/05/2019
2,27,8962,25/05/2019
2,36,9383,26/05/2019
2,22,5242,27/05/2019
2,34,5249,28/05/2019
2,39,8164,29/05/2019
2,36,6706,30/05/2019
2,23,5319,31/05/2019
2,33,9222,01/06/2019
2,28,8356,02/06/2019
2,24,9506,03/06/2019
2,27,8589,04/06/2019
2,36,5660,05/06/2019
2,37,7705,06/06/2019
2,47,8495,07/06/2019
2,27,7341,08/06/2019
2,17,8975,09/06/2019
2,39,8002,10/06/2019
2,35,9165,11/06/2019
2,26,5690,12/06/2019
2,33,8720,13/06/2019
2,17,5311,14/06/2019
2,35,8322,15/06/2019
2,16,5061,16/06/2019
2,34,9459,17/06/2019
2,44,9435,18/06/2019
2,40,9014,19/06/2019
2,36,5235,20/06/2019
2,46,8454,21/06/2019
2,36,8167,22/06/2019
2,33,6887,23/06/2019
2,27,5973,24/06/2019
2,33,8779,25/06/2019
2,43,9028,26/06/2019
2,22,9987,27/06/2019
2,32,6370,28/06/2019
2,19,7741,29/06/2019
2,16,8280,30/06/2019
2,17,9418,01/07/2019
2,35,8623,02/07/2019
2,17,9513,03/07/2019
2,20,8333,04/07/2019
2,17,7642,05/07/2019
2,39,9708,06/07/2019
2,41,8235,07/07/2019
2,30,7264,08/07/2019
2,19,5102,09/07/2019
2,48,6912,10/07/2019
2,45,5491,11/07/2019
2,49,6651,12/07/2019
2,17,9815,13/07/2019
2,24,6050,14/07/2019
2,43,9254,15/07/2019
2,16,9123,16/07/2019
2,43,8201,17/07/2019
2,23,9621,18/07/2019
2,30,7090,19/07/2019
2,36,9459,20/07/2019
2,45,5692,21/07/2019
2,15,7530,22/07/2019
2,44,6012,23/07/2019
2,43,5933,24/07/2019
2,37,8221,25/07/2019
2,38,6654,26/07/2019
2,36,9488,27/07/2019
2,39,9464,28/07/2019
2,36,7948,29/07/2019
2,38,8888,30/07/2019
2,21,8766,31/07/2019
2,41,5297,01/08/2019
2,43,6437,02/08/2019
2,47,5795,03/08/2019
2,50,8802,04/08/2019
2,33,5876,05/08/2019
2,31,5851,06/08/2019
2,17,8092,07/08/2019
2,31,8083,08/08/2019
2,49,5793,09/08/2019
2,38,9857,10/08/2019
2,19,9830,11/08/2019
2,36,8148,12/08/2019
2,49,9658,13/08/2019
2,36,8529,14/08/2019
2,40,8991,15/08/2019
2,33,7126,16/08/2019
2,48,9115,17/08/2019
2,33,9417,18/08/2019
2,15,5720,19/08/2019
2,40,5021,20/08/2019
2,37,6847,21/08/2019
2,36,8487,22/08/2019
2,39,6330,23/08/2019
2,34,6081,24/08/2019
2,15,9051,25/08/2019
2,28,5109,26/08/2019
2,25,7651,27/08/2019
2,34,6439,28/08/2019
2,35,7490,29/08/2019
2,41,5604,30/08/2019
2,25,9967,31/08/2019
2,34,7253,01/09/2019
2,42,5455,02/09/2019
2,42,6415,03/09/2019
2,18,9128,04/09/2019
2,49,8368,05/09/2019
2,16,7333,06/09/2019
2,42,7439,07/09/2019
2,41,8470,08/09/2019
2,40,5239,09/09/2019
2,30,7682,10/09/2019
2,47,6433,11/09/2019
2,46,9747,12/09/2019
2,41,9896,13/09/2019
2,47,7645,14/09/2019
2,34,7856,15/09/2019
2,41,7015,16/09/2019
2,25,8576,17/09/2019
2,38,5088,18/09/2019
2,33,9798,19/09/2019
2,22,5874,20/09/2019
2,27,9632,21/09/2019
2,49,8488,22/09/2019
2,45,7159,23/09/2019
2,42,9602,24/09/2019
2,36,7597,25/09/2019
2,21,9138,26/09/2019
2,16,6108,27/09/2019
2,50,7021,28/09/2019
2,23,8196,29/09/2019
2,27,7952,30/09/2019
2,27,6176,01/10/2019
2,35,8277,02/10/2019
2,45,8549,03/10/2019
2,48,5986,04/10/2019
2,15,9639,05/10/2019
2,45,9097,06/10/2019
2,44,8857,07/10/2019
2,32,5039,08/10/2019
2,32,5326,09/10/2019
2,30,8802,10/10/2019
2,43,6982,11/10/2019
2,27,8072,12/10/2019
2,47,9825,13/10/2019
2,20,6009,14/10/2019
2,43,9243,15/10/2019
2,46,5800,16/10/2019
2,26,8294,17/10/2019
2,40,9573,18/10/2019
2,19,8307,19/10/2019
2,48,7257,20/10/2019
2,45,9109,21/10/2019
2,23,7295,22/10/2019
2,47,7713,23/10/2019
2,50,8840,24/10/2019
2,47,8052,25/10/2019
2,38,6545,26/10/2019
2,42,5487,27/10/2019
2,27,6184,28/10/2019
2,24,6561,29/10/2019
2,46,9800,30/10/2019
2,31,9514,31/10/2019
2,15,8165,01/11/2019
2,21,9467,02/11/2019
2,44,7881,03/11/2019
2,25,5788,04/11/2019
2,19,5676,05/11/2019
2,28,6846,06/11/2019
2,45,5644,07/11/2019
2,43,7529,08/11/2019
2,50,6581,09/11/2019
2,25,5015,10/11/2019
2,17,7065,11/11/2019
2,25,9980,12/11/2019
2,37,7740,13/11/2019
2,37,8388,14/11/2019
2,23,9360,15/11/2019
2,23,5371,16/11/2019
2,44,5935,17/11/2019
2,15,8689,18/11/2019
2,21,7100,19/11/2019
2,41,9178,20/11/2019
2,38,6320,21/11/2019
2,38,8219,22/11/2019
2,41,9661,23/11/2019
2,46,6636,24/11/2019
2,39,9418,25/11/2019
2,44,8318,26/11/2019
2,30,8661,27/11/2019
2,48,7460,28/11/2019
2,20,9186,29/11/2019
2,41,6729,30/11/2019
2,31,7329,01/12/2019
2,17,5579,02/12/2019
2,35,5891,03/12/2019
2,40,7484,04/12/2019
2,25,8928,05/12/2019
2,36,6936,06/12/2019
2,38,6652,07/12/2019
2,47,8463,08/12/2019
2,16,9177,09/12/2019
2,36,9537,10/12/2019
2,45,9133,11/12/2019
2,34,5325,12/12/2019
2,21,6937,13/12/2019
2,29,9004,14/12/2019
2,16,5565,15/12/2019
2,21,7521,16/12/2019
2,16,9874,17/12/2019
2,46,7286,18/12/2019
2,21,7327,19/12/2019
2,18,5840,20/12/2019
2,25,5224,21/12/2019
2,27,8052,22/12/2019
2,50,5099,23/12/2019
2,27,8519,24/12/2019
2,22,8502,25/12/2019
2,20,7721,26/12/2019
2,42,7548,27/12/2019
2,17,6003,28/12/2019
2,48,9845,29/12/2019
2,15,7907,30/12/2019
2,24,9914,31/12/2019
2,25,5968,01/01/2020
2,44,8505,02/01/2020
2,36,5342,03/01/2020
2,50,9553,04/01/2020
2,22,6417,05/01/2020
2,19,7214,06/01/2020
2,47,5070,07/01/2020
2,15,9482,08/01/2020
2,44,8385,09/01/2020
2,31,9717,10/01/2020
2,50,9271,11/01/2020
2,47,9712,12/01/2020
2,36,6155,13/01/2020
2,39,9029,14/01/2020
2,31,8386,15/01/2020
2,38,9313,16/01/2020
2,40,7242,17/01/2020
2,27,7348,18/01/2020
2,32,6713,19/01/2020
2,39,5683,20/01/2020
2,21,5623,21/01/2020
2,50,9474,22/01/2020
2,22,6414,23/01/2020
2,48,8221,24/01/2020
2,17,7472,25/01/2020
2,36,8653,26/01/2020
2,27,9052,27/01/2020
2,43,7713,28/01/2020
2,27,6996,29/01/2020
2,24,8844,30/01/2020
2,15,5731,31/01/2020
2,32,6625,01/02/2020
2,22,7674,02/02/2020
2,28,5910,03/02/2020
2,35,5979,04/02/2020
2,20,5052,05/02/2020
2,39,6066,06/02/2020
2,15,5621,07/02/2020
2,18,5631,08/02/2020
2,29,7496,09/02/2020
2,47,5914,10/02/2020
2,24,9941,11/02/2020
2,47,5400,12/02/2020
2,43,9387,13/02/2020
2,35,6153,14/02/2020
2,42,9598,15/02/2020
2,19,8384,16/02/2020
2,19,6179,17/02/2020
2,27,9820,18/02/2020
2,20,6427,19/02/2020
2,39,9169,20/02/2020
2,19,8165,21/02/2020
2,25,6052,22/02/2020
2,25,5707,23/02/2020
2,19,6440,24/02/2020
2,28,6658,25/02/2020
2,16,7536,26/02/2020
2,38,5392,27/02/2020
2,18,6189,28/02/2020
2,39,5198,29/02/2020
2,34,5714,01/03/2020
2,24,9097,02/03/2020
2,27,8505,03/03/2020
2,26,6647,04/03/2020
2,31,9922,05/03/2020
2,15,5639,06/03/2020
2,37,7044,07/03/2020
2,21,7680,08/03/2020
2,40,7744,09/03/2020
2,35,9111,10/03/2020
2,28,8426,11/03/2020
2,24,5100,12/03/2020
2,30,8645,13/03/2020
2,25,7664,14/03/2020
2,32,6326,15/03/2020
2,17,7733,16/03/2020
2,28,7951,17/03/2020
2,26,7212,18/03/2020
2,35,7690,19/03/2020
2,45,7768,20/03/2020
2,15,6138,21/03/2020
2,23,8919,22/03/2020
2,21,9903,23/03/2020
2,43,9080,24/03/2020
2,20,7427,25/03/2020
2,31,6629,26/03/2020
2,43,6760,27/03/2020
2,23,7134,28/03/2020
2,47,9190,29/03/2020
2,25,9536,30/03/2020
2,50,7197,31/03/2020
2,44,9586,01/04/2020
2,33,9708,02/04/2020
2,46,9385,03/04/2020
2,40,7367,04/04/2020
2,39,6513,05/04/2020
2,42,9249,06/04/2020
2,27,8046,07/04/2020
2,41,6221,08/04/2020
2,30,8263,09/04/2020
2,18,5116,10/04/2020
2,36,9521,11/04/2020
2,42,8160,12/04/2020
2,41,8866,13/04/2020
2,41,7579,14/04/2020
2,43,5383,15/04/2020
2,39,8516,16/04/2020
2,43,5194,17/04/2020
2,36,6524,18/04/2020
2,46,8692,19/04/2020
2,38,9355,20/04/2020
2,47,5325,21/04/2020
2,48,7910,22/04/2020
2,23,8484,23/04/2020
2,29,5388,24/04/2020
2,46,9798,25/04/2020
2,25,8326,26/04/2020
2,39,7833,27/04/2020
2,43,9129,28/04/2020
2,30,6200,29/04/2020
2,32,6329,30/04/2020
2,44,5320,01/05/2020
2,33,7289,02/05/2020
2,40,5402,03/05/2020
2,19,8988,04/05/2020
2,15,7461,05/05/2020
2,35,6924,06/05/2020
2,29,8614,07/05/2020
2,20,5450,08/05/2020
2,22,8645,09/05/2020
2,20,8207,10/05/2020
2,48,8903,11/05/2020
2,17,9730,12/05/2020
2,26,9143,13/05/2020
2,46,6352,14/05/2020
2,49,8136,15/05/2020
2,20,6840,16/05/2020
2,39,9316,17/05/2020
2,32,6307,18/05/2020
2,38,9833,19/05/2020
2,45,9637,20/05/2020
2,25,5435,21/05/2020
2,47,6021,22/05/2020
2,22,9419,23/05/2020
2,25,8693,24/05/2020
2,27,5835,25/05/2020
2,24,5532,26/05/2020
2,49,5916,27/05/2020
2,23,8841,28/05/2020
2,35,9847,29/05/2020
2,49,9717,30/05/2020
2,40,7336,31/05/2020
2,33,7379,01/06/2020
2,45,6904,02/06/2020
2,21,9696,03/06/2020
2,20,9446,04/06/2020
2,42,6857,05/06/2020
2,33,7352,06/06/2020
2,32,6475,07/06/2020
2,24,9345,08/06/2020
2,48,7728,09/06/2020
2,41,5223,10/06/2020
2,42,8617,11/06/2020
2,46,6030,12/06/2020
2,38,7728,13/06/2020
2,20,5488,14/06/2020
2,40,7961,15/06/2020
2,30,5781,16/06/2020
2,34,6639,17/06/2020
2,33,8066,18/06/2020
2,21,5643,19/06/2020
2,29,9972,20/06/2020
2,50,6308,21/06/2020
2,15,6078,22/06/2020
2,43,6963,23/06/2020
2,43,5919,24/06/2020
2,47,5146,25/06/2020
2,39,8139,26/06/2020
2,36,8799,27/06/2020
2,16,9238,28/06/2020
2,21,6305,29/06/2020
2,38,9549,30/06/2020
2,32,9826,01/07/2020
2,24,5775,02/07/2020
2,23,8277,03/07/2020
2,29,5250,04/07/2020
2,43,5386,05/07/2020
2,50,9382,06/07/2020
2,26,5202,07/07/2020
2,19,5883,08/07/2020
2,22,5666,09/07/2020
2,32,8630,10/07/2020
2,31,8208,11/07/2020
2,17,6367,12/07/2020
2,16,9046,13/07/2020
2,29,8367,14/07/2020
2,28,7567,15/07/2020
2,42,7536,16/07/2020
2,28,7074,17/07/2020
2,49,5169,18/07/2020
2,49,8331,19/07/2020
2,50,9665,20/07/2020
2,46,9973,21/07/2020
2,50,8807,22/07/2020
2,32,8739,23/07/2020
2,21,8021,24/07/2020
2,38,6650,25/07/2020
2,38,8705,26/07/2020
2,19,9216,27/07/2020
2,27,5573,28/07/2020
2,15,8719,29/07/2020
2,47,5535,30/07/2020
2,41,9897,31/07/2020
2,34,9371,01/08/2020
2,32,6041,02/08/2020
2,34,8002,03/08/2020
2,47,6055,04/08/2020
2,19,7932,05/08/2020
2,31,8288,06/08/2020
2,37,6567,07/08/2020
2,29,9231,08/08/2020
2,41,5249,09/08/2020
2,33,9367,10/08/2020
2,20,5791,11/08/2020
2,48,8188,12/08/2020
2,42,5058,13/08/2020
2,38,7958,14/08/2020
2,36,8069,15/08/2020
2,16,5985,16/08/2020
2,46,7911,17/08/2020
2,31,9877,18/08/2020
2,25,6746,19/08/2020
2,18,9736,20/08/2020
2,21,6860,21/08/2020
2,20,9732,22/08/2020
2,49,9134,23/08/2020
2,43,7870,24/08/2020
2,29,6372,25/08/2020
2,18,7207,26/08/2020
2,45,8788,27/08/2020
2,15,9966,28/08/2020
2,25,5613,29/08/2020
2,18,9512,30/08/2020
2,47,8716,31/08/2020
2,40,5406,01/09/2020
2,23,6984,02/09/2020
2,42,7965,03/09/2020
2,17,9622,04/09/2020
2,45,5240,05/09/2020
2,15,9410,06/09/2020
2,22,8403,07/09/2020
2,50,5403,08/09/2020
2,46,8269,09/09/2020
2,45,6125,10/09/2020
2,32,6173,11/09/2020
2,29,7218,12/09/2020
2,28,6090,13/09/2020
2,22,6760,14/09/2020
2,18,8154,15/09/2020
2,21,9904,16/09/2020
2,20,9348,17/09/2020
2,15,5906,18/09/2020
2,37,7835,19/09/2020
2,32,9320,20/09/2020
2,41,5689,21/09/2020
2,47,5262,22/09/2020
2,41,6124,23/09/2020
2,21,7288,24/09/2020
2,49,8000,25/09/2020
2,20,6120,26/09/2020
2,23,7007,27/09/2020
2,40,9714,28/09/2020
2,16,7038,29/09/2020
2,18,8238,30/09/2020
2,50,8555,01/10/2020
2,47,8642,02/10/2020
2,22,8011,03/10/2020
2,46,7521,04/10/2020
2,16,9752,05/10/2020
2,30,7871,06/10/2020
2,38,7971,07/10/2020
2,26,8235,08/10/2020
2,20,5194,09/10/2020
2,36,5386,10/10/2020
2,28,9698,11/10/2020
2,16,6226,12/10/2020
2,33,5166,13/10/2020
2,34,9911,14/10/2020
2,23,5600,15/10/2020
2,29,8762,16/10/2020
2,20,5872,17/10/2020
2,19,7974,18/10/2020
2,41,8076,19/10/2020
2,44,8263,20/10/2020
2,36,8629,21/10/2020
2,38,6268,22/10/2020
2,40,5585,23/10/2020
2,36,6914,24/10/2020
2,28,7323,25/10/2020
2,50,6059,26/10/2020
2,50,6591,27/10/2020
2,39,6008,28/10/2020
2,43,6263,29/10/2020
2,48,9463,30/10/2020
2,17,7523,31/10/2020
2,45,8731,01/11/2020
2,45,6131,02/11/2020
2,36,8687,03/11/2020
2,22,9804,04/11/2020
2,41,8681,05/11/2020
2,15,7001,06/11/2020
2,34,7069,07/11/2020
2,24,7859,08/11/2020
2,16,8706,09/11/2020
2,34,5465,10/11/2020
2,21,6399,11/11/2020
2,15,6106,12/11/2020
2,27,7867,13/11/2020
2,40,8944,14/11/2020
2,42,8877,15/11/2020
2,15,5370,16/11/2020
2,46,9557,17/11/2020
2,35,9077,18/11/2020
2,36,5655,19/11/2020
2,46,5546,20/11/2020
2,26,7997,21/11/2020
2,50,7830,22/11/2020
2,22,5745,23/11/2020
2,50,9832,24/11/2020
2,33,5443,25/11/2020
2,33,6519,26/11/2020
2,16,6862,27/11/2020
2,37,8284,28/11/2020
2,47,5029,29/11/2020
2,36,7649,30/11/2020
2,44,5441,01/12/2020
2,28,9408,02/12/2020
2,36,9813,03/12/2020
2,21,9410,04/12/2020
2,21,6936,05/12/2020
2,39,7491,06/12/2020
2,32,8419,07/12/2020
2,28,8800,08/12/2020
2,31,8404,09/12/2020
2,23,6046,10/12/2020
2,27,9644,11/12/2020
2,41,5577,12/12/2020
2,38,8330,13/12/2020
2,46,6476,14/12/2020
2,43,8019,15/12/2020
2,26,8262,16/12/2020
2,20,7029,17/12/2020
2,28,7829,18/12/2020
2,21,9279,19/12/2020
2,19,6187,20/12/2020
2,42,7693,21/12/2020
2,20,7877,22/12/2020
2,17,5265,23/12/2020
2,41,8235,24/12/2020
2,41,8506,25/12/2020
2,45,8380,26/12/2020
2,20,5920,27/12/2020
2,28,7730,28/12/2020
2,44,8898,29/12/2020
2,31,6675,30/12/2020
2,44,5907,31/12/2020
2,17,6832,01/01/2021
2,24,5236,02/01/2021
2,23,5314,03/01/2021
2,15,8779,04/01/2021
2,40,9480,05/01/2021
2,38,6749,06/01/2021
2,43,8315,07/01/2021
2,34,6247,08/01/2021
2,37,8064,09/01/2021
2,23,6313,10/01/2021
2,39,9036,11/01/2021
2,29,6698,12/01/2021
2,24,8629,13/01/2021
2,38,5942,14/01/2021
2,36,7678,15/01/2021
2,40,6616,16/01/2021
2,33,9926,17/01/2021
2,17,8526,18/01/2021
2,17,7842,19/01/2021
2,45,9430,20/01/2021
2,19,5948,21/01/2021
2,33,6336,22/01/2021
2,25,6790,23/01/2021
2,50,7707,24/01/2021
2,46,8543,25/01/2021
2,24,7199,26/01/2021
2,39,5998,27/01/2021
2,41,7612,28/01/2021
2,50,5722,29/01/2021
2,16,5850,30/01/2021
2,32,6677,31/01/2021
2,36,5251,01/02/2021
2,49,7751,02/02/2021
2,42,6871,03/02/2021
2,48,5483,04/02/2021
2,36,5884,05/02/2021
2,17,9721,06/02/2021
2,33,5968,07/02/2021
2,23,8451,08/02/2021
2,23,6907,09/02/2021
2,26,6963,10/02/2021
2,25,7782,11/02/2021
2,28,9727,12/02/2021
2,18,8066,13/02/2021
2,24,9817,14/02/2021
2,18,8502,15/02/2021
2,46,5808,16/02/2021
2,42,9741,17/02/2021
2,35,8487,18/02/2021
2,28,7447,19/02/2021
2,25,8046,20/02/2021
2,22,5841,21/02/2021
2,35,7548,22/02/2021
2,33,9925,23/02/2021
2,31,9864,24/02/2021
2,19,7813,25/02/2021
2,41,8408,26/02/2021
2,22,7218,27/02/2021
2,40,5977,28/02/2021
2,43,8688,01/03/2021
2,29,6015,02/03/2021
2,36,8502,03/03/2021
2,38,5914,04/03/2021
2,20,5594,05/03/2021
2,32,9455,06/03/2021
2,45,9488,07/03/2021
2,30,8746,08/03/2021
2,22,6982,09/03/2021
2,31,7833,10/03/2021
2,23,5974,11/03/2021
2,37,5937,12/03/2021
2,46,7097,13/03/2021
2,28,6948,14/03/2021
2,43,7794,15/03/2021
2,30,7017,16/03/2021
2,27,6004,17/03/2021
2,35,5988,18/03/2021
2,35,9114,19/03/2021
2,26,8267,20/03/2021
2,35,9956,21/03/2021
2,24,9076,22/03/2021
2,17,8449,23/03/2021
2,48,5292,24/03/2021
2,25,5536,25/03/2021
2,26,7624,26/03/2021
2,47,9317,27/03/2021
2,35,7005,28/03/2021
2,32,7522,29/03/2021
2,37,6114,30/03/2021
2,29,8218,31/03/2021
2,47,6542,01/04/2021
2,35,7230,02/04/2021
2,50,6621,03/04/2021
2,17,9584,04/04/2021
2,38,5691,05/04/2021
2,26,9765,06/04/2021
2,22,9242,07/04/2021
2,40,5153,08/04/2021
2,36,9259,09/04/2021
2,27,7809,10/04/2021
2,40,7033,11/04/2021
2,39,9312,12/04/2021
2,31,7981,13/04/2021
2,47,9474,14/04/2021
2,45,9387,15/04/2021
2,48,7757,16/04/2021
2,16,6104,17/04/2021
2,23,5263,18/04/2021
2,27,9518,19/04/2021
2,34,9579,20/04/2021
2,40,9416,21/04/2021
2,15,5270,22/04/2021
2,23,8978,23/04/2021
2,32,9971,24/04/2021
2,35,7277,25/04/2021
2,22,5952,26/04/2021
2,35,8285,27/04/2021
2,39,8906,28/04/2021
2,50,6611,29/04/2021
2,20,8615,30/04/2021
2,21,8421,01/05/2021
2,16,8515,02/05/2021
2,29,6294,03/05/2021
2,26,9127,04/05/2021
2,27,5370,05/05/2021
2,30,9933,06/05/2021
2,27,8180,07/05/2021
2,21,9717,08/05/2021
2,43,9439,09/05/2021
2,16,6205,10/05/2021
2,28,5211,11/05/2021
2,29,8875,12/05/2021
2,43,7153,13/05/2021
2,31,5211,14/05/2021
2,33,8669,15/05/2021
2,24,9637,16/05/2021
2,22,6740,17/05/2021
2,39,5866,18/05/2021
2,25,5797,19/05/2021
2,19,7091,20/05/2021
2,25,5960,21/05/2021
2,22,5607,22/05/2021
2,18,6528,23/05/2021
2,16,7680,24/05/2021
2,21,5372,25/05/2021
2,37,5096,26/05/2021
2,17,9553,27/05/2021
2,39,5211,28/05/2021
2,38,7738,29/05/2021
2,43,8730,30/05/2021
2,18,9986,31/05/2021
2,22,7821,01/06/2021
2,31,5150,02/06/2021
2,42,5853,03/06/2021
2,34,6448,04/06/2021
2,32,8496,05/06/2021
2,48,6726,06/06/2021
2,47,9635,07/06/2021
2,43,8316,08/06/2021
2,32,7476,09/06/2021
2,43,7242,10/06/2021
2,19,8922,11/06/2021
2,17,9752,12/06/2021
2,32,9087,13/06/2021
2,38,9197,14/06/2021
2,41,5594,15/06/2021
2,33,8439,16/06/2021
2,29,6459,17/06/2021
